"sub","name","size"
"PENSION BENEFIT GUARANTY CORPORATION","BLACKROCK FINANCIAL MANAGEMENT, INC.",700000
"PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON","UNIVERSAL CONSULTING SERVICES,",683695
"PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON","SOUTHWEST RESEARCH INSTITUTE",449685
"PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON","CAMBRIDGE SYSTEMATICS, INC.",397711
"PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON","PHASE ONE CONSULTING GROUP, INC.",182076.02
"PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON","NORTH CAROLINA STATE UNIVERSITY",170091
"PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON","ABSG CONSULTING INC.",147320.36
"PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON","CDW GOVERNMENT LLC",142588.8
"PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON","SOFT SOURCE, INC.",101557.35
"PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON","EMERGENT, LLC",96229.98
"PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON","NATIONAL ENERGY FOUNDATION, INC.",95900
"POSTAL SERVICE","FORD MOTOR COMPANY",460770
"POSTAL SERVICE","GENERAL MOTORS LLC",147533
"POSTAL SERVICE","NATIONAL INDUSTRIES FOR THE BLIND",31700
"POSTAL SERVICE","FEDERAL PRISON INDUSTRIES INC",16440
"POSTAL SERVICE","INTERFACE CONSTRUCTION CORPORATION",650
"PRESIDENT'S COMMITTEE ON EMPLOYMENT OF THE HANDICAPPED","SOCIAL DYNAMICS LLC",713960
"PRESIDENT'S COMMITTEE ON EMPLOYMENT OF THE HANDICAPPED","DEVELOPMENT INFOSTRUCTURE",28986.84
"PRESIDENT'S COMMITTEE ON EMPLOYMENT OF THE HANDICAPPED","CONFERENCE BOARD, INC, THE",7000
"PRESIDENT'S COMMITTEE ON EMPLOYMENT OF THE HANDICAPPED","CAPITOL PROS, INC.",5155.6
"PRETRIAL SERVICES AGENCY","SALVATION ARMY (GA), THE (INC)",392771.6
"PRETRIAL SERVICES AGENCY","WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY",213596.5
"PRETRIAL SERVICES AGENCY","CELLCO PARTNERSHIP DBA VERIZON WIRELESS",157924.95
"PRETRIAL SERVICES AGENCY","SIEMENS HEALTHCARE DIAGNOSTICS INC.",115803.36
"PRETRIAL SERVICES AGENCY","IMMUNALYSIS CORP",85380
"PRETRIAL SERVICES AGENCY","HMS TECHNOLOGIES, INC.",79754.76
"PRETRIAL SERVICES AGENCY","COMPREHENSIVE TREATMENT SERVICES, INC.",70000
"PRETRIAL SERVICES AGENCY","MICROGENICS CORPORATION",67420
"PRETRIAL SERVICES AGENCY","AGILENT TECHNOLOGIES, INC.",35934.47
"PRETRIAL SERVICES AGENCY","BHB LTD PARTNERSHIP",32722.2
"PUBLIC BUILDINGS SERVICE","M & F CONCRETE, INC.",991260.86
"PUBLIC BUILDINGS SERVICE","TIKIGAQ CONSTRUCTION, LLC",977455.34
"PUBLIC BUILDINGS SERVICE","GTC CONSTRUCTION MANAGEMENT CO",959041
"PUBLIC BUILDINGS SERVICE","SCHWARTZ/SILVER ARCHITECTS",938588.53
"PUBLIC BUILDINGS SERVICE","RAVEN SERVICES JV, LLC",929111.35
"PUBLIC BUILDINGS SERVICE","TOTAL SYSTEM SERVICES, INC.",927340.75
"PUBLIC BUILDINGS SERVICE","KCORP SUPPORT SERVICES, INC.",926083.87
"PUBLIC BUILDINGS SERVICE","CONSTELLATION NEWENERGY, INC.",891981.7
"PUBLIC BUILDINGS SERVICE","TEXAS CHILLER SYSTEMS, LLC",885709
"PUBLIC BUILDINGS SERVICE","MULTI AIR SERVICES ENGINEERS, CORP.",882506.59
"RAILROAD RETIREMENT BOARD","CGI FEDERAL INC.",864177.01
"RAILROAD RETIREMENT BOARD","VENTECH SOLUTIONS INC.",733055.69
"RAILROAD RETIREMENT BOARD","DELL FEDERAL SYSTEMS L.P.",385676.59
"RAILROAD RETIREMENT BOARD","INTERNATIONAL BUSINESS MACHINE",362960.79
"RAILROAD RETIREMENT BOARD","WILSON 5 SERVICE COMPANY, INC.",316002.74
"RAILROAD RETIREMENT BOARD","PARAGON SYSTEMS, INC",308010.32
"RAILROAD RETIREMENT BOARD","AT&T CORP.",139765.93
"RAILROAD RETIREMENT BOARD","CONSTELLATION NEWENERGY, INC.",122343.66
"RAILROAD RETIREMENT BOARD","OPEN TEXT INC.",120080.75
"RAILROAD RETIREMENT BOARD","NEOPOST USA INC.",120000
"RISK MANAGEMENT AGENCY","DELL MARKETING L.P.",664041.62
"RISK MANAGEMENT AGENCY","WITT, TIMOTHY BLAINE",103000
"RISK MANAGEMENT AGENCY","REGENTS OF THE UNIVERSITY OF MINNESOTA",75000
"RISK MANAGEMENT AGENCY","OLIVER WYMAN ACTUARIAL CONSULTING, INC.",45100
"RISK MANAGEMENT AGENCY","YOUR RECRUITING COMPANY, INC.",40892.16
"RISK MANAGEMENT AGENCY","POE, TIMOTHY A.",33541.2
"RISK MANAGEMENT AGENCY","ALAN KER CONSULTING",20000
"RISK MANAGEMENT AGENCY","CHRISTOPHER GROSS CONSULTING, INC.",19248.75
"RISK MANAGEMENT AGENCY","KNIGHT, THOMAS",19200
"RISK MANAGEMENT AGENCY","VEDENOV, DMITRY",18000
"RURAL HOUSING SERVICE","RURAL COMMUNITY ASSISTANCE CORPORATION",935944
"RURAL HOUSING SERVICE","ATTAIN, LLC",919030
"RURAL HOUSING SERVICE","UNITECH CONSULTING, L.L.C.",762695.73
"RURAL HOUSING SERVICE","EQUIFAX INFORMATION SERVICES LLC",732900
"RURAL HOUSING SERVICE","GRANT THORNTON LLP",692660.25
"RURAL HOUSING SERVICE","LITTLE DIXIE COMMUNITY ACTION AGENCY, INC.",672262.62
"RURAL HOUSING SERVICE","FLORIDA NON-PROFIT HOUSING INC",376710
"RURAL HOUSING SERVICE","NCALL RESEARCH INC",374025
"RURAL HOUSING SERVICE","PITNEY BOWES BANK, INC., THE",307000
"RURAL HOUSING SERVICE","PITNEY BOWES INC.",222550.42
"SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","CAVOTEC CANADA INC",26566.09
"SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","BURKE EXCAVATION DEMOLITION, INC.",20249
"SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","SAFETY COMPLIANCE SERVICES, INC.",18215
"SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","SCHERMERHORN HARBOR, LLC",16612.54
"SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","GOODRICH REFRIGERATION INC",10974.43
"SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","MASSENA, TOWN OF",10124.6
"SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","EPAC SOFTWARE TECHNOLOGIES, INC.",9900
"SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","JAKE'S SECURITY SERVICE",9536
"SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","ADVANCE BRONZE, INC.",7004
"SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","THE SHERWIN-WILLIAMS COMPANY",6488.75
"SCIENCE AND TECHNOLOGY","UNIVERSITY OF SOUTHERN CALIFORNIA",999000
"SCIENCE AND TECHNOLOGY","L-3 COMMUNICATIONS SECURITY AND DETECTION SYSTEMS, INC.",893219.42
"SCIENCE AND TECHNOLOGY","MAXXUM CONSTRUCTION CORP.",862000
"SCIENCE AND TECHNOLOGY","ENTERPRISE RESOURCE PLANNED SYSTEMS INTERNATIONAL, LLC",851836.8
"SCIENCE AND TECHNOLOGY","PENDAR TECHNOLOGIES, LLC",849915.84
"SCIENCE AND TECHNOLOGY","DELL FEDERAL SYSTEMS L.P.",808377.19
"SCIENCE AND TECHNOLOGY","THUNDERCAT TECHNOLOGY, LLC",801500
"SCIENCE AND TECHNOLOGY","HP ENTERPRISE SERVICES, LLC",774784.92
"SCIENCE AND TECHNOLOGY","UNIVERSITY OF HOUSTON SYSTEM",752499.09
"SCIENCE AND TECHNOLOGY","INFERLINK CORPORATION",749999.99
"SECURITIES AND EXCHANGE COMMISSION","MORNINGSTAR, INC.",868500
"SECURITIES AND EXCHANGE COMMISSION","BEHMKE REPORTING AND VIDEO SERVICES, INC.",850000
"SECURITIES AND EXCHANGE COMMISSION","VARIQ CORPORATION",824949.3
"SECURITIES AND EXCHANGE COMMISSION","INTERNATIONAL BUSINESS MACHINE",822527
"SECURITIES AND EXCHANGE COMMISSION","PAE PROFESSIONAL SERVICES, INC.",751334.4
"SECURITIES AND EXCHANGE COMMISSION","FEDBIZ IT SOLUTIONS LLC",745384.78
"SECURITIES AND EXCHANGE COMMISSION","BUREAU OF NATIONAL AFFAIRS, INC., THE",744192
"SECURITIES AND EXCHANGE COMMISSION","FCN INCORPORATED",707146.83
"SECURITIES AND EXCHANGE COMMISSION","TAI PEDRO AND ASSOCIATES PC",644006.4
"SECURITIES AND EXCHANGE COMMISSION","CHENEGA HEALTHCARE SERVICES, LLC",632331.65
"SELECTIVE SERVICE SYSTEM","MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION",425000
"SELECTIVE SERVICE SYSTEM","POGO INC",86237
"SMALL BUSINESS ADMINISTRATION","IMMIXTECHNOLOGY, INC.",991639.59
"SMALL BUSINESS ADMINISTRATION","WEB TRAITS, INC",826180.6
"SMALL BUSINESS ADMINISTRATION","PRACTICAL SOLUTIONS, INC.",776440
"SMALL BUSINESS ADMINISTRATION","X CORP SOLUTIONS INC.",643732.8
"SMALL BUSINESS ADMINISTRATION","GLOBAL EVALUATION & APPLIED RESEARCH SOLUTIONS (GEARS), INC.",580000
"SMALL BUSINESS ADMINISTRATION","CONVERGENCE TECHNICAL SERVICES INC.",525160.87
"SMALL BUSINESS ADMINISTRATION","ENTERPRISE FURNITURE CONSULTANTS, INC.",470337.59
"SMALL BUSINESS ADMINISTRATION","ARDENT MANAGEMENT CONSULTING, INC.",424992.88
"SMALL BUSINESS ADMINISTRATION","PANAMERICA COMPUTERS, INC.",380621.58
"SMALL BUSINESS ADMINISTRATION","NATIVE SYSTEM INC",360764.7
"SMITHSONIAN INSTITUTION","KNOWCEAN CONSULTING INC.",931472.88
"SMITHSONIAN INSTITUTION","GWWO, INC.",675081.54
"SMITHSONIAN INSTITUTION","QUALITY TECHNOLOGY, INCORPORATED",641461.56
"SMITHSONIAN INSTITUTION","CONCENTRIC SECURITY, LLC",630527
"SMITHSONIAN INSTITUTION","MELTECH CORPORATION, INC.",616642
"SMITHSONIAN INSTITUTION","ATTAIN, LLC",554000
"SMITHSONIAN INSTITUTION","DELL FEDERAL SYSTEMS L.P.",522016.35
"SMITHSONIAN INSTITUTION","CONSIGLI CONSTRUCTION CO INC.",505248
"SMITHSONIAN INSTITUTION","AYERS/SAINT/GROSS, INCORPORATED",475452.7
"SMITHSONIAN INSTITUTION","SPACESAVER SYSTEMS, INC.",354234.96
"SOCIAL SECURITY ADMINISTRATION","WHITING-TURNER CONTRACTING COMPANY, THE",959607
"SOCIAL SECURITY ADMINISTRATION","KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",950085.56
"SOCIAL SECURITY ADMINISTRATION","JE HURLEY INC.",947112
"SOCIAL SECURITY ADMINISTRATION","FINANCIAL & REALTY SERVICES, LLC",938560.4
"SOCIAL SECURITY ADMINISTRATION","SOLUTIONS BY DESIGN II, LLC",928959.5
"SOCIAL SECURITY ADMINISTRATION","TRANSCANADA POWER MARKETING LTD.",913000
"SOCIAL SECURITY ADMINISTRATION","AT&T CORP.",900158.88
"SOCIAL SECURITY ADMINISTRATION","FALON SOURCING SOLUTIONS LLC",896960
"SOCIAL SECURITY ADMINISTRATION","PUBLIC HEALTH, ILLINOIS DEPARTMENT OF",883549.29
"SOCIAL SECURITY ADMINISTRATION","HERITAGE REPORTING CORP",862889.5
"SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSET RELIEF PROGRAM","INDEV",778999.2
"SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSET RELIEF PROGRAM","LIFE SAFETY GROUP, LLC",104040
"SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSET RELIEF PROGRAM","COHNREZNICK LLP",50665.43
"SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSET RELIEF PROGRAM","K. TEYA MOORE & ASSOCIATES PA",48800
"SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSET RELIEF PROGRAM","BALL AND BALL COMMUNICATIONS INCORPORATED",17500
"SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSET RELIEF PROGRAM","SILVER EAGLE GROUP NORTHERN VIRGINIA, LLC",10052.4
"SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSET RELIEF PROGRAM","PROLOGIC ITS, LLC",7500
"SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSET RELIEF PROGRAM","AWARD CRAFTERS",2695
"SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSET RELIEF PROGRAM","HERITAGE REPORTING CORP",0
"SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSET RELIEF PROGRAM","CELLCO PARTNERSHIP DBA VERIZON WIRELESS",-3213.56
"STATE, DEPARTMENT OF","GOVERNMENT LOGISTIC SUPPORT SERVICES, LLC",996265.2
"STATE, DEPARTMENT OF","GILBANE BUILDING COMPANY",992642
"STATE, DEPARTMENT OF","OAS AIRCRAFT SUPPORT, LLC",990978.89
"STATE, DEPARTMENT OF","FAAC INCORPORATED",987164.75
"STATE, DEPARTMENT OF","IAN, EVAN & ALEXANDER CORPORATION",983131.57
"STATE, DEPARTMENT OF","WITTENBERG WEINER CONSULTING LLC",981116.31
"STATE, DEPARTMENT OF","NETIMPACT STRATEGIES, INC",974705.45
"STATE, DEPARTMENT OF","INFOEDGE TECHNOLOGY, INC.",971092
"STATE, DEPARTMENT OF","DYER, REBEKAH",957010.93
"STATE, DEPARTMENT OF","FCI FEDERAL, INC.",954965.96
"SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","SYNERGY ENTERPRISES, INC.",964823
"SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","ICF INCORPORATED, L.L.C.",931520
"SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","CROSBY MARKETING COMMUNICATIONS INC.",916899
"SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","EDUCATION DEVELOPMENT CENTER, INC.",783940
"SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","ADVOCATES FOR HUMAN POTENTIAL INC",580004
"SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","HISPANIC ASSOCIATION OF COLLEGES AND UNIVERSITIES",455945.52
"SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","JBS INTERNATIONAL, INC.",434350
"SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","TFC CONSULTING INC.",300239
"SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","CDM GROUP, INC., THE",135072
"SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","XA SYSTEMS, LLC",111484
"SURFACE TRANSPORTATION BOARD","ROBINS & MORTON GROUP, THE",57664.77
"SURFACE TRANSPORTATION BOARD","AMSTAR, INC.",33210.3
"SURFACE TRANSPORTATION BOARD","GOVSOLUTIONS, INC.",14750
"SURFACE TRANSPORTATION BOARD","AVIAR COMMERCIAL SPACE PLANNING AND DESIGN INCORPORATED",14555.47
"SURFACE TRANSPORTATION BOARD","JIMENEZ ENGINEERING SOLUTIONS, LLC",4500
"TECHNOLOGY TRANSFORMATION SERVICE","REI SYSTEMS INC",537592.8
"TECHNOLOGY TRANSFORMATION SERVICE","TRUETANDEM, LLC",492726.4
"TECHNOLOGY TRANSFORMATION SERVICE","FLEXION INC.",395405
"TECHNOLOGY TRANSFORMATION SERVICE","BLUE BEACON CONSULTING INC",200000
"TECHNOLOGY TRANSFORMATION SERVICE","CARAHSOFT TECHNOLOGY CORPORATION",129329.23
"TECHNOLOGY TRANSFORMATION SERVICE","PROJECT HOSTS INC.",99146.1
"TECHNOLOGY TRANSFORMATION SERVICE","HACKERONE INC.",84705
"TECHNOLOGY TRANSFORMATION SERVICE","ELITEBCO LLC",59550
"TECHNOLOGY TRANSFORMATION SERVICE","SAFARI BOOKS ONLINE, LLC",37720.8
"TECHNOLOGY TRANSFORMATION SERVICE","CARAHSOFT TECHNOLOGY CORP.",19496.88
"THE COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY ","CANTON GROUP LIMITED LIABILITY COMPANY",175744.5
"THE COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY ","LEADER FUEL CENTER LLC, THE",20000
"THE COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY ","CANON FINANCIAL SERVICES, INC.",18869.4
"THE COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY ","MIDDLEMAN, LOUIS I.",12000
"THE COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY ","GEORGETOWN UNIVERSITY (THE)",10900
"THE COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY ","PALMETTO HOSPITALITY OF WASHINGTON DC II, LLC",9000
"THE COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY ","RAMBOW SOLUTIONS LLC",7000
"THE COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY ","BUILDING INFRASTRUCTURE GROUP, INC.",4380
"THE COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY ","AUDIT REPORTECH LLC",3298
"THE INSTITUE OF MUSEUM AND LIBRARY SERVICES","ALL U NEED TEMPORARY SERVICES",32054.68
"THE INSTITUE OF MUSEUM AND LIBRARY SERVICES","WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY",25250
"THE INSTITUE OF MUSEUM AND LIBRARY SERVICES","E-MANAGEMENT CONSULTANTS, INC",24940.36
"THE INSTITUE OF MUSEUM AND LIBRARY SERVICES","BLACKBOARD INC.",9587.73
"THE INSTITUE OF MUSEUM AND LIBRARY SERVICES","LEADERSHIP DIRECTORIES, INC.",5450
"THE INSTITUE OF MUSEUM AND LIBRARY SERVICES","ALLIANCE MICRO, INC.",5000
"THE INSTITUE OF MUSEUM AND LIBRARY SERVICES","IRON MOUNTAIN INFORMATION MANAGEMENT, LLC",4674.18
"THE INSTITUE OF MUSEUM AND LIBRARY SERVICES","SVANACO, INC.",-4590
"THE INSTITUE OF MUSEUM AND LIBRARY SERVICES","MIDTOWN PERSONNEL INC",-6232.32
"THE INSTITUE OF MUSEUM AND LIBRARY SERVICES","CAPITAL MEETING PLANNING INC",-24534.44
"TRANSPORTATION SECURITY ADMINISTRATION","NINETY FIVE SOUTH, INC.",982052.16
"TRANSPORTATION SECURITY ADMINISTRATION","JACKSON HOLE AIRPORT BOARD",978317.84
"TRANSPORTATION SECURITY ADMINISTRATION","CARAHSOFT TECHNOLOGY CORPORATION",931730.45
"TRANSPORTATION SECURITY ADMINISTRATION","VERGYS LLC",928720
"TRANSPORTATION SECURITY ADMINISTRATION","REVEAL IMAGING TECHNOLOGIES, INC.",856373
"TRANSPORTATION SECURITY ADMINISTRATION","SMITHS DETECTION, INC.",844369.34
"TRANSPORTATION SECURITY ADMINISTRATION","COMPUTER WORLD SERVICES CORP.",832330.69
"TRANSPORTATION SECURITY ADMINISTRATION","BATTELLE MEMORIAL INSTITUTE",807586.19
"TRANSPORTATION SECURITY ADMINISTRATION","SABEL SYSTEMS TECHNOLOGY SOLUTIONS, LLC",761773.2
"TRANSPORTATION SECURITY ADMINISTRATION","ALEX - ALTERNATIVE EXPERTS, LLC",730064.88
"TRANSPORTATION, DEPARTMENT OF","HUGHES NETWORK SYSTEMS, LLC",251780
"TRANSPORTATION, DEPARTMENT OF","CAVALIER TELEPHONE, L.L.C.",61692.38
"TRANSPORTATION, DEPARTMENT OF","NEW BEDFORD PANORAMEX CORP.",59947
"TRANSPORTATION, DEPARTMENT OF","FRONTIER WEST VIRGINIA INC.",49425.33
"TRANSPORTATION, DEPARTMENT OF","OCEM ACQUSITION CORP",34476
"TRANSPORTATION, DEPARTMENT OF","WINDSTREAM COMMUNICATIONS, LLC",15121.05
"TRANSPORTATION, DEPARTMENT OF","VERIZON FEDERAL INC.",10985.52
"TRANSPORTATION, DEPARTMENT OF","MISCELLANEOUS FOREIGN AWARDEES",9643.28
"TRANSPORTATION, DEPARTMENT OF","TELEFONICA MOVILES PANAMA S.A.",66
"TRANSPORTATION, DEPARTMENT OF","AMAZON.COM LLC",-1900
"U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY","GARCO CONSTRUCTION, INC.",999431.19
"U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY","STRUTNER, JESSICA",984159
"U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY","TDR CONSTRUCTION CO., INC.",982229
"U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY","CWE",974286.79
"U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY","DUTRA GROUP, THE",965600
"U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY","CAMPBELL SERVICES LLC GRAHAM SERVICES LLC A JOINT VENTURE",928319.24
"U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY","ALBERICI CONSTRUCTORS, INC.",927092.13
"U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY","CONTROL FACTORS-PORTLAND, INC",924759
"U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY","COMMERCIAL INTERIORS, INC.",895926.85
"U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY","FORMATIONS INC.",883247.33
"U.S. CITIZENSHIP AND IMMIGRATION SERVICES","TECHNICAL AND MANAGEMENT RESOURCES, INC.",796635.47
"U.S. CITIZENSHIP AND IMMIGRATION SERVICES","VISIONARY INTEGRATION PROFESSIONALS LLC",795979.61
"U.S. CITIZENSHIP AND IMMIGRATION SERVICES","INFOZEN, LLC",768646.47
"U.S. CITIZENSHIP AND IMMIGRATION SERVICES","CENTRAL RESEARCH INC",694655.3
"U.S. CITIZENSHIP AND IMMIGRATION SERVICES","PRICEWATERHOUSECOOPERS PUBLIC SECTOR LLP",625958
"U.S. CITIZENSHIP AND IMMIGRATION SERVICES","TRANS DIGITAL TECHNOLOGIES LIMITED LIABILITY COMPANY",537250.24
"U.S. CITIZENSHIP AND IMMIGRATION SERVICES","MAXISOFT CORPORATION",526977.42
"U.S. CITIZENSHIP AND IMMIGRATION SERVICES","IRON MOUNTAIN INFORMATION MANAGEMENT, LLC",447535.83
"U.S. CITIZENSHIP AND IMMIGRATION SERVICES","EXECUTIVE INFORMATION SYSTEMS,",439117.13
"U.S. CITIZENSHIP AND IMMIGRATION SERVICES","DEAF ACCESS SOLUTIONS, INC",401184.55
"U.S. COAST GUARD","PACIFIC TECH CONSTRUCTION, INC.",999984
"U.S. COAST GUARD","G I INDUSTRIAL-MARINE, LLC",993860.76
"U.S. COAST GUARD","DATRON WORLD COMMUNICATIONS INC.",981276.26
"U.S. COAST GUARD","MIRACLE SYSTEMS LLC",970004.26
"U.S. COAST GUARD","SMALL BUSINESS GROUP, INC.",961996.5
"U.S. COAST GUARD","CHEROKEE NATION TECHNOLOGIES, L.L.C.",955621.83
"U.S. COAST GUARD","STEWART & STEVENSON FDDA LLC",948657.96
"U.S. COAST GUARD","HELITUNE, INC.",939645.47
"U.S. COAST GUARD","INTEGRAL CONSULTING SERVICES INCORPORATED",936501.15
"U.S. COAST GUARD","POTOMACWAVE CONSULTING, INC.",921683.81
"U.S. CUSTOMS AND BORDER PROTECTION","LOGISTICS MANAGEMENT INSTITUTE",999998.75
"U.S. CUSTOMS AND BORDER PROTECTION","MIRACLE SYSTEMS LLC",999161.76
"U.S. CUSTOMS AND BORDER PROTECTION","CIVILITY MANAGEMENT SOLUTIONS LLC",997462.56
"U.S. CUSTOMS AND BORDER PROTECTION","TACTICAL MICRO, INC.",985446.78
"U.S. CUSTOMS AND BORDER PROTECTION","ANACAPA MICRO PRODUCTS, INC.",967723.1
"U.S. CUSTOMS AND BORDER PROTECTION","SAFE BOATS INTERNATIONAL LLC",938589.6
"U.S. CUSTOMS AND BORDER PROTECTION","CHAKRABARTI MANAGEMENT CONSULTANCY, INC",929346.12
"U.S. CUSTOMS AND BORDER PROTECTION","BRIDGE GROUP, LLC, THE",911749.05
"U.S. CUSTOMS AND BORDER PROTECTION","DELOITTE & TOUCHE L.L.P.",889242
"U.S. CUSTOMS AND BORDER PROTECTION","CARAHSOFT TECHNOLOGY CORPORATION",862909.3
"U.S. FISH AND WILDLIFE SERVICE","INDUSTRIAL ECONOMICS INC",997101.97
"U.S. FISH AND WILDLIFE SERVICE","YOUNG'S GENERAL CONTRACTING, INC.",993144.18
"U.S. FISH AND WILDLIFE SERVICE","SHORT-ELLIOTT-HENDRICKSON, INCORPORATED",876409.11
"U.S. FISH AND WILDLIFE SERVICE","MOORE-CLARK USA INC",689140.86
"U.S. FISH AND WILDLIFE SERVICE","NORTHWEST MARINE TECHNOLOGY, INC.",646140
"U.S. FISH AND WILDLIFE SERVICE","VAZQUEZ COMMERCIAL CONTRACTING, LLC",632087
"U.S. FISH AND WILDLIFE SERVICE","JOHN DEERE SHARED SERVICES, INC.",587781.67
"U.S. FISH AND WILDLIFE SERVICE","BRASADA FORD, LTD.",578665
"U.S. FISH AND WILDLIFE SERVICE","UFL, INC.",550237.47
"U.S. FISH AND WILDLIFE SERVICE","PACIFIC RIM CONSERVATION INC.",549450
"U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","WEST PUBLISHING CORPORATION",991786.99
"U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","DEV TECHNOLOGY GROUP INCORPORATED",988229.18
"U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","INTEGRAL CONSULTING SERVICES INCORPORATED",984939.41
"U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","GLOBAL RESOURCE SOLUTIONS, INC.",960710.4
"U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","ALUTIIQ DIVERSIFIED SERVICES, LLC",865560.66
"U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","ISYS, LLC",839030.85
"U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION",832214.8
"U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","CARAHSOFT TECHNOLOGY CORPORATION",763017.96
"U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","COLT DEFENSE LLC",750517.5
"U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","BOOZ ALLEN HAMILTON INC",716322.21
"U.S. MARSHALS SERVICE","DHA GROUP, INC.",921918.38
"U.S. MARSHALS SERVICE","RESOLUTION ECONOMICS GROUP, LLC",823000
"U.S. MARSHALS SERVICE","INTER CON SECURITY SYSTEMS INCORPORATED",793183
